user_id,ip_address,latitude,longitude,timezone,device_info,typing_speed,mouse_speed,login_time
101,192.168.1.10,40.7128,-74.006,EST,Windows,4.5,300.0,2025-02-25 08:30:15
101,192.168.1.10,40.754743,-73.987547,EST,Windows,5.6,964.7,2025-02-25 09:19:22
101,19.58.78.139,-33.8688,151.2093,Australia/Sydney,Windows,11.67,1379.12,2025-02-27 09:19:22
102,192.168.1.11,34.0522,-118.244,PST,MacOS,5.0,320.0,2025-02-25 09:45:30
102,192.168.1.11,34.038852,-118.256828,PST,MacOS,12.36,1394.64,2025-02-25 10:04:27
102,59.82.136.242,43.65107,-79.347015,America/Toronto,iOS,9.21,422.5,2025-02-27 11:04:27
103,192.168.1.12,51.5074,-0.1278,GMT,iOS,3.8,280.0,2025-02-25 10:15:45
103,192.168.1.12,51.545604,-0.125447,GMT,iOS,13.9,1759.51,2025-02-25 10:58:17
103,37.171.176.101,51.5074,-0.1278,Europe/London,iOS,6.02,919.33,2025-02-27 16:58:17
104,192.168.1.13,35.6895,139.692,JST,Android,4.2,310.0,2025-02-25 11:00:00
104,192.168.1.13,35.665197,139.681389,JST,Android,5.78,1727.66,2025-02-25 11:28:37
104,39.170.255.31,51.5074,-0.1278,Europe/London,iOS,11.57,1436.12,2025-02-28 04:28:37
105,192.168.1.14,48.8566,2.3522,CET,Linux,4.9,330.0,2025-02-25 12:10:25
105,192.168.1.14,48.893408,2.361062,CET,Linux,4.87,879.37,2025-02-25 12:51:51
105,53.215.140.128,19.076,72.8777,Asia/Mumbai,Android,8.07,1734.02,2025-02-28 00:51:51
106,192.168.1.15,55.7558,37.6173,MSK,Windows,3.7,270.0,2025-02-25 13:20:40
106,192.168.1.15,55.800687,37.619778,MSK,Windows,7.79,1907.89,2025-02-25 14:10:40
106,181.242.24.114,-23.5505,-46.6333,America/Sao_Paulo,iOS,13.01,491.11,2025-02-28 01:10:40
107,192.168.1.16,39.9042,116.407,CST,MacOS,5.3,340.0,2025-02-25 14:30:55
107,192.168.1.16,39.91282,116.367249,CST,MacOS,4.6,1150.8,2025-02-25 15:06:13
107,212.82.91.192,25.276987,55.296249,Asia/Dubai,iOS,4.68,1604.21,2025-02-27 23:06:13
108,192.168.1.17,-33.8688,151.209,AEST,iOS,4.0,290.0,2025-02-25 15:40:10
108,192.168.1.17,-33.87224,151.19729,AEST,iOS,11.73,1391.77,2025-02-25 15:51:39
108,21.136.44.78,25.276987,55.296249,Asia/Dubai,Windows,13.36,665.23,2025-02-28 06:51:39
109,192.168.1.18,37.7749,-122.419,PST,Android,5.1,350.0,2025-02-25 16:50:25
109,192.168.1.18,37.74607,-122.429723,PST,Android,9.37,1838.47,2025-02-25 17:23:46
109,229.198.115.138,35.6895,139.6917,Asia/Tokyo,Linux,14.58,1420.45,2025-02-28 07:23:46
110,192.168.1.19,-23.5505,-46.6333,BRT,Linux,4.3,310.0,2025-02-25 17:00:00
