user_id,ip_address,latitude,longitude,timezone,device_info,typing_speed,mouse_speed,login_time
101,192.168.1.10,40.7128,-74.006,EST,Windows,4.5,300.0,2025-02-25 08:30:15
101,192.168.1.10,40.754743,-73.987547,EST,Windows,5.6,964.7,2025-02-25 09:19:22
102,192.168.1.11,34.0522,-118.244,PST,MacOS,5.0,320.0,2025-02-25 09:45:30
102,192.168.1.11,34.038852,-118.256828,PST,MacOS,12.36,1394.64,2025-02-25 10:04:27
103,192.168.1.12,51.5074,-0.1278,GMT,iOS,3.8,280.0,2025-02-25 10:15:45
103,192.168.1.12,51.545604,-0.125447,GMT,iOS,13.9,1759.51,2025-02-25 10:58:17
104,192.168.1.13,35.6895,139.692,JST,Android,4.2,310.0,2025-02-25 11:00:00
104,192.168.1.13,35.665197,139.681389,JST,Android,5.78,1727.66,2025-02-25 11:28:37
105,192.168.1.14,48.8566,2.3522,CET,Linux,4.9,330.0,2025-02-25 12:10:25
105,192.168.1.14,48.893408,2.361062,CET,Linux,4.87,879.37,2025-02-25 12:51:51
106,192.168.1.15,55.7558,37.6173,MSK,Windows,3.7,270.0,2025-02-25 13:20:40
106,192.168.1.15,55.800687,37.619778,MSK,Windows,7.79,1907.89,2025-02-25 14:10:40
107,192.168.1.16,39.9042,116.407,CST,MacOS,5.3,340.0,2025-02-25 14:30:55
107,192.168.1.16,39.91282,116.367249,CST,MacOS,4.6,1150.8,2025-02-25 15:06:13
108,192.168.1.17,-33.8688,151.209,AEST,iOS,4.0,290.0,2025-02-25 15:40:10
108,192.168.1.17,-33.87224,151.19729,AEST,iOS,11.73,1391.77,2025-02-25 15:51:39
109,192.168.1.18,37.7749,-122.419,PST,Android,5.1,350.0,2025-02-25 16:50:25
109,192.168.1.18,37.74607,-122.429723,PST,Android,9.37,1838.47,2025-02-25 17:23:46
110,192.168.1.19,-23.5505,-46.6333,BRT,Linux,4.3,310.0,2025-02-25 17:00:00
110,192.168.1.19,-23.534806,-46.615469,BRT,Linux,13.34,1331.97,2025-02-25 17:25:10
111,192.168.1.20,19.076,72.8777,IST,Windows,4.6,330.0,2025-02-25 18:10:35
111,192.168.1.20,19.088336,72.856122,IST,Windows,12.21,579.61,2025-02-25 18:37:04
112,192.168.1.21,52.52,13.405,CET,MacOS,5.2,320.0,2025-02-25 19:20:50
112,192.168.1.21,52.530404,13.373386,CET,MacOS,2.77,1344.28,2025-02-25 19:45:12
113,192.168.1.22,41.9028,12.4964,CET,iOS,3.9,280.0,2025-02-25 20:30:05
113,192.168.1.22,41.88856,12.448214,CET,iOS,4.19,1342.63,2025-02-25 21:13:05
114,192.168.1.23,40.4168,-3.7038,CET,Android,4.1,310.0,2025-02-25 21:40:20
114,192.168.1.23,40.459776,-3.725714,CET,Android,5.68,1538.82,2025-02-25 22:31:32
115,192.168.1.24,1.3521,103.82,SGT,Linux,4.7,290.0,2025-02-25 22:50:35
